fecha,email,id_reserva,descripcion,monto
2025-10-24 12:00:00,sim@hotboat.cl,1000049,Ingreso simulado por reserva,160000
2025-10-25 12:00:00,sim@hotboat.cl,1000050,Ingreso simulado por reserva,160000
2025-10-26 12:00:00,sim@hotboat.cl,1000051,Ingreso simulado por reserva,160000
2025-10-30 12:00:00,sim@hotboat.cl,1000052,Ingreso simulado por reserva,160000
2025-10-31 12:00:00,sim@hotboat.cl,1000053,Ingreso simulado por reserva,160000
2025-11-01 12:00:00,sim@hotboat.cl,1000054,Ingreso simulado por reserva,160000
2025-11-02 12:00:00,sim@hotboat.cl,1000055,Ingreso simulado por reserva,160000
2025-11-06 12:00:00,sim@hotboat.cl,1000056,Ingreso simulado por reserva,160000
2025-11-07 12:00:00,sim@hotboat.cl,1000057,Ingreso simulado por reserva,160000
2025-11-07 12:10:00,sim@hotboat.cl,1000058,Ingreso simulado por reserva,160000
2025-11-08 12:00:00,sim@hotboat.cl,1000059,Ingreso simulado por reserva,160000
2025-11-09 12:00:00,sim@hotboat.cl,1000060,Ingreso simulado por reserva,160000
2025-11-13 12:00:00,sim@hotboat.cl,1000061,Ingreso simulado por reserva,160000
2025-11-14 12:00:00,sim@hotboat.cl,1000062,Ingreso simulado por reserva,160000
2025-11-14 12:10:00,sim@hotboat.cl,1000063,Ingreso simulado por reserva,160000
2025-11-15 12:00:00,sim@hotboat.cl,1000064,Ingreso simulado por reserva,160000
2025-11-16 12:00:00,sim@hotboat.cl,1000065,Ingreso simulado por reserva,160000
2025-11-20 12:00:00,sim@hotboat.cl,1000066,Ingreso simulado por reserva,160000
2025-11-21 12:00:00,sim@hotboat.cl,1000067,Ingreso simulado por reserva,160000
2025-11-22 12:00:00,sim@hotboat.cl,1000068,Ingreso simulado por reserva,160000
2025-11-23 12:00:00,sim@hotboat.cl,1000069,Ingreso simulado por reserva,160000
2025-11-27 12:00:00,sim@hotboat.cl,1000070,Ingreso simulado por reserva,160000
2025-11-28 12:00:00,sim@hotboat.cl,1000071,Ingreso simulado por reserva,160000
2025-11-29 12:00:00,sim@hotboat.cl,1000072,Ingreso simulado por reserva,160000
2025-11-30 12:00:00,sim@hotboat.cl,1000073,Ingreso simulado por reserva,160000
2025-12-02 12:00:00,sim@hotboat.cl,1000074,Ingreso simulado por reserva,160000
2025-12-04 12:00:00,sim@hotboat.cl,1000075,Ingreso simulado por reserva,160000
2025-12-05 12:00:00,sim@hotboat.cl,1000076,Ingreso simulado por reserva,160000
2025-12-05 12:10:00,sim@hotboat.cl,1000077,Ingreso simulado por reserva,160000
2025-12-06 12:00:00,sim@hotboat.cl,1000078,Ingreso simulado por reserva,160000
2025-12-07 12:00:00,sim@hotboat.cl,1000079,Ingreso simulado por reserva,160000
2025-12-08 12:00:00,sim@hotboat.cl,1000080,Ingreso simulado por reserva,160000
2025-12-11 12:00:00,sim@hotboat.cl,1000081,Ingreso simulado por reserva,160000
2025-12-12 12:00:00,sim@hotboat.cl,1000082,Ingreso simulado por reserva,160000
2025-12-12 12:10:00,sim@hotboat.cl,1000083,Ingreso simulado por reserva,160000
2025-12-13 12:00:00,sim@hotboat.cl,1000084,Ingreso simulado por reserva,160000
2025-12-14 12:00:00,sim@hotboat.cl,1000085,Ingreso simulado por reserva,160000
2025-12-18 12:00:00,sim@hotboat.cl,1000086,Ingreso simulado por reserva,160000
2025-12-19 12:00:00,sim@hotboat.cl,1000087,Ingreso simulado por reserva,160000
2025-12-19 12:10:00,sim@hotboat.cl,1000088,Ingreso simulado por reserva,160000
2025-12-20 12:00:00,sim@hotboat.cl,1000089,Ingreso simulado por reserva,160000
2025-12-21 12:00:00,sim@hotboat.cl,1000090,Ingreso simulado por reserva,160000
2025-12-25 12:00:00,sim@hotboat.cl,1000091,Ingreso simulado por reserva,160000
2025-12-25 12:10:00,sim@hotboat.cl,1000092,Ingreso simulado por reserva,160000
2025-12-26 12:00:00,sim@hotboat.cl,1000093,Ingreso simulado por reserva,160000
2025-12-26 12:10:00,sim@hotboat.cl,1000094,Ingreso simulado por reserva,160000
2025-12-27 12:00:00,sim@hotboat.cl,1000095,Ingreso simulado por reserva,160000
2025-12-28 12:00:00,sim@hotboat.cl,1000096,Ingreso simulado por reserva,160000
2025-12-30 12:00:00,sim@hotboat.cl,1000097,Ingreso simulado por reserva,160000
2025-12-31 12:00:00,sim@hotboat.cl,1000098,Ingreso simulado por reserva,160000
2026-01-01 12:00:00,sim@hotboat.cl,1000099,Ingreso simulado por reserva,160000
2026-01-01 12:00:00,sim@hotboat.cl,1000100,Ingreso simulado por reserva,160000
2026-01-01 12:10:00,sim@hotboat.cl,1000101,Ingreso simulado por reserva,160000
2026-01-01 12:20:00,sim@hotboat.cl,1000102,Ingreso simulado por reserva,160000
2026-01-01 12:30:00,sim@hotboat.cl,1000103,Ingreso simulado por reserva,160000
2026-01-01 12:40:00,sim@hotboat.cl,1000104,Ingreso simulado por reserva,160000
2026-01-01 12:50:00,sim@hotboat.cl,1000105,Ingreso simulado por reserva,160000
2026-01-02 12:00:00,sim@hotboat.cl,1000106,Ingreso simulado por reserva,160000
2026-01-02 12:10:00,sim@hotboat.cl,1000107,Ingreso simulado por reserva,160000
2026-01-02 12:20:00,sim@hotboat.cl,1000108,Ingreso simulado por reserva,160000
2026-01-02 12:30:00,sim@hotboat.cl,1000109,Ingreso simulado por reserva,160000
2026-01-02 12:40:00,sim@hotboat.cl,1000110,Ingreso simulado por reserva,160000
2026-01-03 12:00:00,sim@hotboat.cl,1000111,Ingreso simulado por reserva,160000
2026-01-03 12:10:00,sim@hotboat.cl,1000112,Ingreso simulado por reserva,160000
2026-01-03 12:20:00,sim@hotboat.cl,1000113,Ingreso simulado por reserva,160000
2026-01-03 12:30:00,sim@hotboat.cl,1000114,Ingreso simulado por reserva,160000
2026-01-03 12:40:00,sim@hotboat.cl,1000115,Ingreso simulado por reserva,160000
2026-01-04 12:00:00,sim@hotboat.cl,1000116,Ingreso simulado por reserva,160000
2026-01-04 12:10:00,sim@hotboat.cl,1000117,Ingreso simulado por reserva,160000
2026-01-04 12:20:00,sim@hotboat.cl,1000118,Ingreso simulado por reserva,160000
2026-01-04 12:30:00,sim@hotboat.cl,1000119,Ingreso simulado por reserva,160000
2026-01-04 12:40:00,sim@hotboat.cl,1000120,Ingreso simulado por reserva,160000
2026-01-05 12:00:00,sim@hotboat.cl,1000121,Ingreso simulado por reserva,160000
2026-01-05 12:10:00,sim@hotboat.cl,1000122,Ingreso simulado por reserva,160000
2026-01-06 12:00:00,sim@hotboat.cl,1000123,Ingreso simulado por reserva,160000
2026-01-06 12:10:00,sim@hotboat.cl,1000124,Ingreso simulado por reserva,160000
2026-01-06 12:20:00,sim@hotboat.cl,1000125,Ingreso simulado por reserva,160000
2026-01-07 12:00:00,sim@hotboat.cl,1000126,Ingreso simulado por reserva,160000
2026-01-07 12:10:00,sim@hotboat.cl,1000127,Ingreso simulado por reserva,160000
2026-01-08 12:00:00,sim@hotboat.cl,1000128,Ingreso simulado por reserva,160000
2026-01-08 12:10:00,sim@hotboat.cl,1000129,Ingreso simulado por reserva,160000
2026-01-08 12:20:00,sim@hotboat.cl,1000130,Ingreso simulado por reserva,160000
2026-01-09 12:00:00,sim@hotboat.cl,1000131,Ingreso simulado por reserva,160000
2026-01-09 12:10:00,sim@hotboat.cl,1000132,Ingreso simulado por reserva,160000
2026-01-09 12:20:00,sim@hotboat.cl,1000133,Ingreso simulado por reserva,160000
2026-01-09 12:30:00,sim@hotboat.cl,1000134,Ingreso simulado por reserva,160000
2026-01-09 12:40:00,sim@hotboat.cl,1000135,Ingreso simulado por reserva,160000
2026-01-09 12:50:00,sim@hotboat.cl,1000136,Ingreso simulado por reserva,160000
2026-01-10 12:00:00,sim@hotboat.cl,1000137,Ingreso simulado por reserva,160000
2026-01-10 12:10:00,sim@hotboat.cl,1000138,Ingreso simulado por reserva,160000
2026-01-10 12:20:00,sim@hotboat.cl,1000139,Ingreso simulado por reserva,160000
2026-01-10 12:30:00,sim@hotboat.cl,1000140,Ingreso simulado por reserva,160000
2026-01-10 12:40:00,sim@hotboat.cl,1000141,Ingreso simulado por reserva,160000
2026-01-11 12:00:00,sim@hotboat.cl,1000142,Ingreso simulado por reserva,160000
2026-01-11 12:10:00,sim@hotboat.cl,1000143,Ingreso simulado por reserva,160000
2026-01-11 12:20:00,sim@hotboat.cl,1000144,Ingreso simulado por reserva,160000
2026-01-11 12:30:00,sim@hotboat.cl,1000145,Ingreso simulado por reserva,160000
2026-01-11 12:40:00,sim@hotboat.cl,1000146,Ingreso simulado por reserva,160000
2026-01-12 12:00:00,sim@hotboat.cl,1000147,Ingreso simulado por reserva,160000
2026-01-12 12:10:00,sim@hotboat.cl,1000148,Ingreso simulado por reserva,160000
2026-01-13 12:00:00,sim@hotboat.cl,1000149,Ingreso simulado por reserva,160000
2026-01-13 12:10:00,sim@hotboat.cl,1000150,Ingreso simulado por reserva,160000
2026-01-13 12:20:00,sim@hotboat.cl,1000151,Ingreso simulado por reserva,160000
2026-01-14 12:00:00,sim@hotboat.cl,1000152,Ingreso simulado por reserva,160000
2026-01-14 12:10:00,sim@hotboat.cl,1000153,Ingreso simulado por reserva,160000
2026-01-15 12:00:00,sim@hotboat.cl,1000154,Ingreso simulado por reserva,160000
2026-01-15 12:10:00,sim@hotboat.cl,1000155,Ingreso simulado por reserva,160000
2026-01-15 12:20:00,sim@hotboat.cl,1000156,Ingreso simulado por reserva,160000
2026-01-16 12:00:00,sim@hotboat.cl,1000157,Ingreso simulado por reserva,160000
2026-01-16 12:10:00,sim@hotboat.cl,1000158,Ingreso simulado por reserva,160000
2026-01-16 12:20:00,sim@hotboat.cl,1000159,Ingreso simulado por reserva,160000
2026-01-16 12:30:00,sim@hotboat.cl,1000160,Ingreso simulado por reserva,160000
2026-01-16 12:40:00,sim@hotboat.cl,1000161,Ingreso simulado por reserva,160000
2026-01-16 12:50:00,sim@hotboat.cl,1000162,Ingreso simulado por reserva,160000
2026-01-17 12:00:00,sim@hotboat.cl,1000163,Ingreso simulado por reserva,160000
2026-01-17 12:10:00,sim@hotboat.cl,1000164,Ingreso simulado por reserva,160000
2026-01-17 12:20:00,sim@hotboat.cl,1000165,Ingreso simulado por reserva,160000
2026-01-17 12:30:00,sim@hotboat.cl,1000166,Ingreso simulado por reserva,160000
2026-01-17 12:40:00,sim@hotboat.cl,1000167,Ingreso simulado por reserva,160000
2026-01-18 12:00:00,sim@hotboat.cl,1000168,Ingreso simulado por reserva,160000
2026-01-18 12:10:00,sim@hotboat.cl,1000169,Ingreso simulado por reserva,160000
2026-01-18 12:20:00,sim@hotboat.cl,1000170,Ingreso simulado por reserva,160000
2026-01-18 12:30:00,sim@hotboat.cl,1000171,Ingreso simulado por reserva,160000
2026-01-18 12:40:00,sim@hotboat.cl,1000172,Ingreso simulado por reserva,160000
2026-01-19 12:00:00,sim@hotboat.cl,1000173,Ingreso simulado por reserva,160000
2026-01-19 12:10:00,sim@hotboat.cl,1000174,Ingreso simulado por reserva,160000
2026-01-20 12:00:00,sim@hotboat.cl,1000175,Ingreso simulado por reserva,160000
2026-01-20 12:10:00,sim@hotboat.cl,1000176,Ingreso simulado por reserva,160000
2026-01-21 12:00:00,sim@hotboat.cl,1000177,Ingreso simulado por reserva,160000
2026-01-21 12:10:00,sim@hotboat.cl,1000178,Ingreso simulado por reserva,160000
2026-01-22 12:00:00,sim@hotboat.cl,1000179,Ingreso simulado por reserva,160000
2026-01-22 12:10:00,sim@hotboat.cl,1000180,Ingreso simulado por reserva,160000
2026-01-22 12:20:00,sim@hotboat.cl,1000181,Ingreso simulado por reserva,160000
2026-01-23 12:00:00,sim@hotboat.cl,1000182,Ingreso simulado por reserva,160000
2026-01-23 12:10:00,sim@hotboat.cl,1000183,Ingreso simulado por reserva,160000
2026-01-23 12:20:00,sim@hotboat.cl,1000184,Ingreso simulado por reserva,160000
2026-01-23 12:30:00,sim@hotboat.cl,1000185,Ingreso simulado por reserva,160000
2026-01-23 12:40:00,sim@hotboat.cl,1000186,Ingreso simulado por reserva,160000
2026-01-23 12:50:00,sim@hotboat.cl,1000187,Ingreso simulado por reserva,160000
2026-01-24 12:00:00,sim@hotboat.cl,1000188,Ingreso simulado por reserva,160000
2026-01-24 12:10:00,sim@hotboat.cl,1000189,Ingreso simulado por reserva,160000
2026-01-24 12:20:00,sim@hotboat.cl,1000190,Ingreso simulado por reserva,160000
2026-01-24 12:30:00,sim@hotboat.cl,1000191,Ingreso simulado por reserva,160000
2026-01-24 12:40:00,sim@hotboat.cl,1000192,Ingreso simulado por reserva,160000
2026-01-25 12:00:00,sim@hotboat.cl,1000193,Ingreso simulado por reserva,160000
2026-01-25 12:10:00,sim@hotboat.cl,1000194,Ingreso simulado por reserva,160000
2026-01-25 12:20:00,sim@hotboat.cl,1000195,Ingreso simulado por reserva,160000
2026-01-25 12:30:00,sim@hotboat.cl,1000196,Ingreso simulado por reserva,160000
2026-01-25 12:40:00,sim@hotboat.cl,1000197,Ingreso simulado por reserva,160000
2026-01-26 12:00:00,sim@hotboat.cl,1000198,Ingreso simulado por reserva,160000
2026-01-26 12:10:00,sim@hotboat.cl,1000199,Ingreso simulado por reserva,160000
2026-01-27 12:00:00,sim@hotboat.cl,1000200,Ingreso simulado por reserva,160000
2026-01-27 12:10:00,sim@hotboat.cl,1000201,Ingreso simulado por reserva,160000
2026-01-27 12:20:00,sim@hotboat.cl,1000202,Ingreso simulado por reserva,160000
2026-01-28 12:00:00,sim@hotboat.cl,1000203,Ingreso simulado por reserva,160000
2026-01-28 12:10:00,sim@hotboat.cl,1000204,Ingreso simulado por reserva,160000
2026-01-29 12:00:00,sim@hotboat.cl,1000205,Ingreso simulado por reserva,160000
2026-01-29 12:10:00,sim@hotboat.cl,1000206,Ingreso simulado por reserva,160000
2026-01-29 12:20:00,sim@hotboat.cl,1000207,Ingreso simulado por reserva,160000
2026-01-30 12:00:00,sim@hotboat.cl,1000208,Ingreso simulado por reserva,160000
2026-01-30 12:10:00,sim@hotboat.cl,1000209,Ingreso simulado por reserva,160000
2026-01-30 12:20:00,sim@hotboat.cl,1000210,Ingreso simulado por reserva,160000
2026-01-30 12:30:00,sim@hotboat.cl,1000211,Ingreso simulado por reserva,160000
2026-01-30 12:40:00,sim@hotboat.cl,1000212,Ingreso simulado por reserva,160000
2026-01-30 12:50:00,sim@hotboat.cl,1000213,Ingreso simulado por reserva,160000
2026-01-31 12:00:00,sim@hotboat.cl,1000214,Ingreso simulado por reserva,160000
2026-01-31 12:10:00,sim@hotboat.cl,1000215,Ingreso simulado por reserva,160000
2026-01-31 12:20:00,sim@hotboat.cl,1000216,Ingreso simulado por reserva,160000
2026-01-31 12:30:00,sim@hotboat.cl,1000217,Ingreso simulado por reserva,160000
2026-01-31 12:40:00,sim@hotboat.cl,1000218,Ingreso simulado por reserva,160000
2026-02-01 12:00:00,sim@hotboat.cl,1000219,Ingreso simulado por reserva,160000
2026-02-01 12:10:00,sim@hotboat.cl,1000220,Ingreso simulado por reserva,160000
2026-02-01 12:20:00,sim@hotboat.cl,1000221,Ingreso simulado por reserva,160000
2026-02-01 12:30:00,sim@hotboat.cl,1000222,Ingreso simulado por reserva,160000
2026-02-01 12:40:00,sim@hotboat.cl,1000223,Ingreso simulado por reserva,160000
2026-02-01 12:50:00,sim@hotboat.cl,1000224,Ingreso simulado por reserva,160000
2026-02-02 12:00:00,sim@hotboat.cl,1000225,Ingreso simulado por reserva,160000
2026-02-02 12:10:00,sim@hotboat.cl,1000226,Ingreso simulado por reserva,160000
2026-02-02 12:20:00,sim@hotboat.cl,1000227,Ingreso simulado por reserva,160000
2026-02-03 12:00:00,sim@hotboat.cl,1000228,Ingreso simulado por reserva,160000
2026-02-03 12:10:00,sim@hotboat.cl,1000229,Ingreso simulado por reserva,160000
2026-02-03 12:20:00,sim@hotboat.cl,1000230,Ingreso simulado por reserva,160000
2026-02-04 12:00:00,sim@hotboat.cl,1000231,Ingreso simulado por reserva,160000
2026-02-04 12:10:00,sim@hotboat.cl,1000232,Ingreso simulado por reserva,160000
2026-02-04 12:20:00,sim@hotboat.cl,1000233,Ingreso simulado por reserva,160000
2026-02-05 12:00:00,sim@hotboat.cl,1000234,Ingreso simulado por reserva,160000
2026-02-05 12:10:00,sim@hotboat.cl,1000235,Ingreso simulado por reserva,160000
2026-02-05 12:20:00,sim@hotboat.cl,1000236,Ingreso simulado por reserva,160000
2026-02-05 12:30:00,sim@hotboat.cl,1000237,Ingreso simulado por reserva,160000
2026-02-05 12:40:00,sim@hotboat.cl,1000238,Ingreso simulado por reserva,160000
2026-02-06 12:00:00,sim@hotboat.cl,1000239,Ingreso simulado por reserva,160000
2026-02-06 12:00:00,sim@hotboat.cl,1000240,Ingreso simulado por reserva,160000
2026-02-06 12:10:00,sim@hotboat.cl,1000241,Ingreso simulado por reserva,160000
2026-02-06 12:20:00,sim@hotboat.cl,1000242,Ingreso simulado por reserva,160000
2026-02-06 12:30:00,sim@hotboat.cl,1000243,Ingreso simulado por reserva,160000
2026-02-06 12:40:00,sim@hotboat.cl,1000244,Ingreso simulado por reserva,160000
2026-02-06 12:50:00,sim@hotboat.cl,1000245,Ingreso simulado por reserva,160000
2026-02-07 12:00:00,sim@hotboat.cl,1000246,Ingreso simulado por reserva,160000
2026-02-07 12:10:00,sim@hotboat.cl,1000247,Ingreso simulado por reserva,160000
2026-02-07 12:20:00,sim@hotboat.cl,1000248,Ingreso simulado por reserva,160000
2026-02-07 12:30:00,sim@hotboat.cl,1000249,Ingreso simulado por reserva,160000
2026-02-07 12:40:00,sim@hotboat.cl,1000250,Ingreso simulado por reserva,160000
2026-02-07 12:50:00,sim@hotboat.cl,1000251,Ingreso simulado por reserva,160000
2026-02-08 12:00:00,sim@hotboat.cl,1000252,Ingreso simulado por reserva,160000
2026-02-08 12:10:00,sim@hotboat.cl,1000253,Ingreso simulado por reserva,160000
2026-02-08 12:20:00,sim@hotboat.cl,1000254,Ingreso simulado por reserva,160000
2026-02-08 12:30:00,sim@hotboat.cl,1000255,Ingreso simulado por reserva,160000
2026-02-08 12:40:00,sim@hotboat.cl,1000256,Ingreso simulado por reserva,160000
2026-02-08 12:50:00,sim@hotboat.cl,1000257,Ingreso simulado por reserva,160000
2026-02-09 12:00:00,sim@hotboat.cl,1000258,Ingreso simulado por reserva,160000
2026-02-09 12:10:00,sim@hotboat.cl,1000259,Ingreso simulado por reserva,160000
2026-02-09 12:20:00,sim@hotboat.cl,1000260,Ingreso simulado por reserva,160000
2026-02-10 12:00:00,sim@hotboat.cl,1000261,Ingreso simulado por reserva,160000
2026-02-10 12:10:00,sim@hotboat.cl,1000262,Ingreso simulado por reserva,160000
2026-02-10 12:20:00,sim@hotboat.cl,1000263,Ingreso simulado por reserva,160000
2026-02-11 12:00:00,sim@hotboat.cl,1000264,Ingreso simulado por reserva,160000
2026-02-11 12:10:00,sim@hotboat.cl,1000265,Ingreso simulado por reserva,160000
2026-02-11 12:20:00,sim@hotboat.cl,1000266,Ingreso simulado por reserva,160000
2026-02-12 12:00:00,sim@hotboat.cl,1000267,Ingreso simulado por reserva,160000
2026-02-12 12:10:00,sim@hotboat.cl,1000268,Ingreso simulado por reserva,160000
2026-02-12 12:20:00,sim@hotboat.cl,1000269,Ingreso simulado por reserva,160000
2026-02-12 12:30:00,sim@hotboat.cl,1000270,Ingreso simulado por reserva,160000
2026-02-13 12:00:00,sim@hotboat.cl,1000271,Ingreso simulado por reserva,160000
2026-02-13 12:00:00,sim@hotboat.cl,1000272,Ingreso simulado por reserva,160000
2026-02-13 12:10:00,sim@hotboat.cl,1000273,Ingreso simulado por reserva,160000
2026-02-13 12:20:00,sim@hotboat.cl,1000274,Ingreso simulado por reserva,160000
2026-02-13 12:30:00,sim@hotboat.cl,1000275,Ingreso simulado por reserva,160000
2026-02-13 12:40:00,sim@hotboat.cl,1000276,Ingreso simulado por reserva,160000
2026-02-13 12:50:00,sim@hotboat.cl,1000277,Ingreso simulado por reserva,160000
2026-02-14 12:00:00,sim@hotboat.cl,1000278,Ingreso simulado por reserva,160000
2026-02-14 12:10:00,sim@hotboat.cl,1000279,Ingreso simulado por reserva,160000
2026-02-14 12:20:00,sim@hotboat.cl,1000280,Ingreso simulado por reserva,160000
2026-02-14 12:30:00,sim@hotboat.cl,1000281,Ingreso simulado por reserva,160000
2026-02-14 12:40:00,sim@hotboat.cl,1000282,Ingreso simulado por reserva,160000
2026-02-14 12:50:00,sim@hotboat.cl,1000283,Ingreso simulado por reserva,160000
2026-02-15 12:00:00,sim@hotboat.cl,1000284,Ingreso simulado por reserva,160000
2026-02-15 12:10:00,sim@hotboat.cl,1000285,Ingreso simulado por reserva,160000
2026-02-15 12:20:00,sim@hotboat.cl,1000286,Ingreso simulado por reserva,160000
2026-02-15 12:30:00,sim@hotboat.cl,1000287,Ingreso simulado por reserva,160000
2026-02-15 12:40:00,sim@hotboat.cl,1000288,Ingreso simulado por reserva,160000
2026-02-15 12:50:00,sim@hotboat.cl,1000289,Ingreso simulado por reserva,160000
2026-02-16 12:00:00,sim@hotboat.cl,1000290,Ingreso simulado por reserva,160000
2026-02-16 12:10:00,sim@hotboat.cl,1000291,Ingreso simulado por reserva,160000
2026-02-16 12:20:00,sim@hotboat.cl,1000292,Ingreso simulado por reserva,160000
2026-02-17 12:00:00,sim@hotboat.cl,1000293,Ingreso simulado por reserva,160000
2026-02-17 12:10:00,sim@hotboat.cl,1000294,Ingreso simulado por reserva,160000
2026-02-17 12:20:00,sim@hotboat.cl,1000295,Ingreso simulado por reserva,160000
2026-02-18 12:00:00,sim@hotboat.cl,1000296,Ingreso simulado por reserva,160000
2026-02-18 12:10:00,sim@hotboat.cl,1000297,Ingreso simulado por reserva,160000
2026-02-18 12:20:00,sim@hotboat.cl,1000298,Ingreso simulado por reserva,160000
2026-02-19 12:00:00,sim@hotboat.cl,1000299,Ingreso simulado por reserva,160000
2026-02-19 12:10:00,sim@hotboat.cl,1000300,Ingreso simulado por reserva,160000
2026-02-19 12:20:00,sim@hotboat.cl,1000301,Ingreso simulado por reserva,160000
2026-02-19 12:30:00,sim@hotboat.cl,1000302,Ingreso simulado por reserva,160000
2026-02-20 12:00:00,sim@hotboat.cl,1000303,Ingreso simulado por reserva,160000
2026-02-20 12:00:00,sim@hotboat.cl,1000304,Ingreso simulado por reserva,160000
2026-02-20 12:10:00,sim@hotboat.cl,1000305,Ingreso simulado por reserva,160000
2026-02-20 12:20:00,sim@hotboat.cl,1000306,Ingreso simulado por reserva,160000
2026-02-20 12:30:00,sim@hotboat.cl,1000307,Ingreso simulado por reserva,160000
2026-02-20 12:40:00,sim@hotboat.cl,1000308,Ingreso simulado por reserva,160000
2026-02-20 12:50:00,sim@hotboat.cl,1000309,Ingreso simulado por reserva,160000
2026-02-21 12:00:00,sim@hotboat.cl,1000310,Ingreso simulado por reserva,160000
2026-02-21 12:10:00,sim@hotboat.cl,1000311,Ingreso simulado por reserva,160000
2026-02-21 12:20:00,sim@hotboat.cl,1000312,Ingreso simulado por reserva,160000
2026-02-21 12:30:00,sim@hotboat.cl,1000313,Ingreso simulado por reserva,160000
2026-02-21 12:40:00,sim@hotboat.cl,1000314,Ingreso simulado por reserva,160000
2026-02-21 12:50:00,sim@hotboat.cl,1000315,Ingreso simulado por reserva,160000
2026-02-22 12:00:00,sim@hotboat.cl,1000316,Ingreso simulado por reserva,160000
